objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,unique_id
1.23765e+18,183.9791945,0.135997822,19.29772,17.80227,17.18266,16.92335,16.79928,752,301,4,270,3.72236e+18,STAR,-3.46e-05,3306,54922,506,f47f262a-df52-4b87-a67d-2904fccb9857
1.23765e+18,184.0853311,0.112110022,18.83307,17.51785,16.94273,16.71418,16.60521,752,301,4,271,3.72238e+18,STAR,0.000622774,3306,54922,547,2678c822-dc96-4a2f-9b2a-b46e94ea97e0
1.23765e+18,184.1020979,0.191510916,19.5625,18.19113,17.65759,17.47573,17.39203,752,301,4,271,3.72237e+18,STAR,5.47e-05,3306,54922,544,ec067bd2-ba56-47f5-978a-477c171217a5
1.23765e+18,184.1605102,0.075645313,19.5799,17.72815,16.9874,16.68076,16.50426,752,301,4,271,3.72238e+18,STAR,8.3e-06,3306,54922,546,4f9586dd-f8e0-429a-ae28-48f3e68bdf29
1.23765e+18,184.1895738,0.099482468,19.25667,17.54869,16.63578,16.14922,15.76639,752,301,4,271,3.24366e+17,GALAXY,0.07208736,288,52000,389,5c522941-052d-4a2f-bb28-a7f76d8673b9
1.23765e+18,184.3506466,0.207229523,18.73832,18.60962,18.39696,18.31174,17.97663,752,301,4,272,3.23295e+17,QSO,0.2719369,287,52023,587,91f71b2c-1902-44b7-9ec7-e37ede07af6e
1.23765e+18,184.2217972,0.046955181,19.05958,18.09512,17.92766,17.8927,17.90772,752,301,4,272,3.64801e+17,STAR,0.000209974,324,51666,35,b5a95416-8617-49c9-b99a-80338d237021
1.23765e+18,184.2456643,0.198257077,19.22143,19.30248,19.13823,19.11351,19.23454,752,301,4,272,3.23294e+17,QSO,1.178098,287,52023,583,1f61e4e7-02da-467d-9b3e-8ca8569afad6
1.23765e+18,184.3888696,0.068287428,19.04397,17.51106,16.87335,16.61114,16.48303,752,301,4,273,3.63838e+17,STAR,0.000240098,323,51615,628,d1a509af-9286-44f9-a4fb-3479c3a6964a
1.23765e+18,184.3809191,0.17432277,17.81661,16.86976,16.53884,16.19576,16.08668,752,301,4,273,3.23307e+17,GALAXY,0.07277206,287,52023,632,c8b8c80d-29c0-4f2b-840b-f24b68d200c6
1.23765e+18,184.4668531,0.111965321,19.3932,18.48274,18.16551,18.05122,18.04328,752,301,4,273,3.64963e+17,STAR,-0.000270218,324,51666,623,7874420c-bae4-4a58-b4ac-2783b88b821a
1.23765e+18,184.5694109,0.137091485,17.51339,16.41793,16.06695,15.93751,15.89478,752,301,4,274,3.24377e+17,STAR,-3.55e-05,288,52000,430,998b5510-16b6-45ae-a90f-cc4cc6bd4334
1.23765e+18,184.6541703,0.122673446,19.07731,18.64518,18.49678,18.52677,18.45765,752,301,4,274,3.24375e+17,QSO,0.9251733,288,52000,421,7ddf67cf-49ba-4c0a-9c3f-981c1f9091e6
1.23765e+18,184.6587955,0.159935507,18.63032,17.23437,16.72749,16.51772,16.44039,752,301,4,274,2.88015e+18,STAR,4.31e-06,2558,54140,356,4d2804c4-113a-40e6-88fc-235827227aef
1.23765e+18,184.5168342,0.145549586,19.21684,18.29956,18.19589,18.14758,18.26658,752,301,4,274,3.72239e+18,STAR,8.8e-05,3306,54922,595,34518c82-47ab-48a0-a02c-49d6eaadcef4
1.23765e+18,184.6185631,0.080576269,19.4127,17.47109,16.4987,16.06502,15.66848,752,301,4,274,3.24379e+17,GALAXY,0.1167829,288,52000,437,cd0932f7-f9ee-46b6-bee3-507ce9e88c17
1.23765e+18,184.6274079,0.013234086,18.48543,17.339,16.90179,16.66712,16.48684,752,301,4,274,3.23308e+17,GALAXY,0.02129653,287,52023,637,155100cf-6515-4491-b48b-e3281a781410
1.23765e+18,184.6767619,0.059441869,17.72835,16.19783,15.66073,15.51586,15.43615,752,301,4,275,2.88015e+18,STAR,0.000175365,2558,54140,358,82d6e360-5715-4b8f-863d-a404294ac473
1.23765e+18,184.7119696,0.066571901,17.70824,16.61069,16.19772,16.0625,16.00229,752,301,4,275,3.7224e+18,STAR,0.00017238,3306,54922,632,6a88be56-a843-47e5-a37d-15c480d973c1
1.23765e+18,184.7702039,0.19801005,18.18974,17.23738,16.89113,16.75727,16.71052,752,301,4,275,2.88015e+18,STAR,0.000519808,2558,54140,349,a91da992-7c94-4d34-bc87-4806b4cfa84e
1.23765e+18,184.7826977,0.140979369,19.0764,17.78953,16.98818,16.60519,16.27859,752,301,4,275,3.24389e+17,GALAXY,0.1169446,288,52000,474,2d3ce89f-7ddc-416c-adea-3851274caf67
1.23765e+18,184.7651553,0.080985794,19.18013,18.07133,17.71771,17.48797,17.55667,752,301,4,275,3.24389e+17,GALAXY,0.06807999,288,52000,471,c4e6697d-4b5a-4c29-9684-6201730e91d9
1.23765e+18,184.8635981,0.143469363,18.38848,17.00188,16.37884,16.16978,16.0124,752,301,4,276,2.88015e+18,STAR,0.000135947,2558,54140,341,0bb1b54f-b5c4-4715-9210-c2dcbd840900
1.23765e+18,184.8641903,0.143441662,17.93407,16.64581,16.22206,16.07029,16.06046,752,301,4,276,2.89142e+18,STAR,0.000158087,2568,54153,383,19977b44-94aa-43c5-a9a1-5945e631d0c7
1.23765e+18,184.8755286,0.033060812,19.03059,18.10673,17.82561,17.71227,17.6878,752,301,4,276,2.88015e+18,STAR,-0.000167378,2558,54140,355,f9c79069-4d8e-4f3f-bf5b-2317846ae16a
1.23765e+18,184.8763144,0.185151372,18.12978,17.17421,16.75108,16.5884,16.48527,752,301,4,276,2.88016e+18,STAR,0.000692428,2558,54140,387,72bdb82d-7647-450b-acfb-25dc56107171
1.23765e+18,184.9569855,0.156360267,18.15079,16.77761,16.2215,16.02345,15.91957,752,301,4,276,2.88016e+18,STAR,0.000304361,2558,54140,386,866b48e0-790e-4337-b055-a837a45602c6
1.23765e+18,184.8321997,0.044306547,19.52092,17.58562,16.4269,15.94473,15.56269,752,301,4,276,3.24391e+17,GALAXY,0.1506381,288,52000,479,b901609b-76b8-4ae0-825a-efa02932fb88
1.23765e+18,184.9722153,0.097754241,18.90592,17.46608,16.85369,16.58687,16.41878,752,301,4,277,2.88016e+18,STAR,0.00057828,2558,54140,395,d10109b2-e62b-4582-97f1-831b2438d38b
1.23765e+18,184.9942751,0.109160933,17.7019,16.76073,16.48746,16.38173,16.33654,752,301,4,277,2.88016e+18,STAR,0.000704736,2558,54140,400,51b62b6b-518d-4776-a3ac-e3b86ac35e54
1.23765e+18,185.0012555,0.069723829,18.85351,17.97745,17.6112,17.45679,17.40576,752,301,4,277,4.33026e+18,STAR,-0.000676195,3846,55327,160,48a6e6cc-5fd1-4c60-b8cb-9b9d8d611dac
1.23765e+18,185.0650695,0.142442894,18.75478,17.58247,17.08046,16.87063,16.75911,752,301,4,277,2.88016e+18,STAR,-0.000503256,2558,54140,390,890c0e21-b7d8-4348-92a2-d9cc7a1cf62d
1.23765e+18,185.0859131,0.099953851,18.33616,17.30684,16.92903,16.78272,16.73807,752,301,4,277,2.88016e+18,STAR,7.61e-05,2558,54140,397,78f2689f-7ad5-421d-b8bb-e3ea4e69cb16
1.23765e+18,185.0273854,0.095346099,19.1713,18.01316,17.42493,17.04493,16.82237,752,301,4,277,3.24396e+17,GALAXY,0.1183854,288,52000,496,6ef1d957-ea1c-4982-ba66-a40a714a2a09
1.23765e+18,185.0363883,0.17667755,19.12083,17.92189,17.18494,16.7895,16.52258,752,301,4,277,3.244e+17,GALAXY,0.1575296,288,52000,514,870849eb-f82b-4eca-a1f9-0f42de07f2a6
1.23765e+18,185.1643757,0.074358069,17.55001,17.42367,17.35734,17.19343,16.97589,752,301,4,278,3.24401e+17,QSO,2.044347,288,52000,516,f65b9453-6e57-4c0d-91cb-39b802e366a2
1.23765e+18,185.2170514,0.155193816,18.89707,18.04519,17.7501,17.6378,17.6124,752,301,4,278,2.88017e+18,STAR,0.000250291,2558,54140,431,aa6763bd-9375-4a88-94ff-a0faaf998332
1.23765e+18,185.1367288,0.071514063,19.48347,17.51522,16.31651,15.83499,15.4368,752,301,4,278,3.24397e+17,GALAXY,0.1585163,288,52000,502,e6b67ad8-d5cf-46c8-8d34-2a542530c139
1.23765e+18,185.2306077,0.010099581,19.31764,18.38629,18.12009,17.9998,17.93916,752,301,4,278,2.89139e+18,STAR,0.000576704,2568,54153,270,eedfd353-c90f-4881-a33c-05510c72a72c
1.23765e+18,185.3772509,0.200803727,17.964,16.39632,15.74191,15.4828,15.32453,752,301,4,279,2.88017e+18,STAR,0.000349798,2558,54140,422,e7d5d651-0ab6-4930-9b7a-5518be5773c0
1.23765e+18,159.6249648,-0.62071445,19.19383,18.20278,17.90109,17.77634,17.74759,756,301,2,293,4.24595e+18,STAR,-0.000256492,3771,55544,664,37315168-3176-48f6-b03b-87d7b05dd902
1.23765e+18,159.7978416,-0.557196466,19.19752,18.07471,17.76889,17.6148,17.49577,756,301,2,294,3.0856e+17,GALAXY,0.02335118,274,51913,229,7eefd578-e7e4-4f8e-96ec-9d32fa673d61
1.23765e+18,159.8033022,-0.535038616,19.26627,18.16093,17.59907,17.2172,17.06311,756,301,2,294,3.08557e+17,GALAXY,0.1236402,274,51913,221,696ab3ef-8be0-4b0f-a2c9-5cf57f7a619c
1.23765e+18,159.8475235,-0.5342664,19.38251,17.92302,17.11018,16.66492,16.34558,756,301,2,294,3.08548e+17,GALAXY,0.1141676,274,51913,186,2398aac0-ce29-43d7-854a-e000d18c1cee
1.23765e+18,159.9393455,-0.609184323,19.48702,18.51823,18.18637,18.06704,18.05865,756,301,2,295,4.3156e+18,STAR,0.000790241,3833,55290,98,94c232eb-79ee-4f08-94c5-b68ca79744b9
1.23765e+18,160.0342636,-0.421625751,19.2634,17.67693,16.82551,16.42307,16.13864,756,301,2,295,3.08551e+17,GALAXY,0.1330486,274,51913,198,abca6a35-55ea-412e-ae20-07d9ebad5714
1.23765e+18,160.0351619,-0.599992669,19.31866,18.27407,17.74884,17.41618,17.24165,756,301,2,295,3.08547e+17,GALAXY,0.07470067,274,51913,184,17c2dbcb-c26a-4e87-be09-d034fdc8f95f
1.23765e+18,160.1442091,-0.489329778,18.73682,17.65075,17.23958,17.07875,17.03255,756,301,2,296,3.08542e+17,STAR,0.000106767,274,51913,164,b30ae4c2-0da4-485d-bfc4-8c4de4e5c36f
1.23765e+18,160.119405,-0.61813005,19.29416,17.97134,17.26079,16.86013,16.56031,756,301,2,296,3.08541e+17,GALAXY,0.08692535,274,51913,163,25a9bf81-b2f2-4fc7-aa40-a197304e6935
1.23765e+18,160.2275468,-0.433199867,19.48611,17.93822,17.21548,16.82853,16.53911,756,301,2,297,3.09705e+17,GALAXY,0.1335348,275,51910,301,9f7e4b49-9fe2-482d-9807-e9907eb206ac
1.23765e+18,160.2486687,-0.579992361,19.31804,17.30973,16.17525,15.69015,15.31261,756,301,2,297,3.09702e+17,GALAXY,0.1370104,275,51910,291,05ac5788-5358-4a74-924f-97d9b33bf58a
1.23765e+18,160.3831151,-0.459235231,19.29157,17.3125,16.17862,15.70898,15.31378,756,301,2,298,3.09709e+17,GALAXY,0.1373722,275,51910,314,2eb201e4-448b-4cb3-b991-3792ddd2d578
1.23765e+18,160.3848058,-0.586704796,19.52565,19.29625,18.95885,18.52108,18.57694,756,301,2,298,3.097e+17,QSO,0.1346428,275,51910,281,edae9fe2-3aaf-4958-bd9f-86ba5aca0429
1.23765e+18,160.4339517,-0.608481498,19.38467,18.59734,18.12431,17.74761,17.63823,756,301,2,298,3.09705e+17,GALAXY,0.1321922,275,51910,300,c7f0fb02-6e3c-429c-8720-acd62d8ccd64
1.23765e+18,160.4436424,-0.600549712,18.27173,17.0717,16.65145,16.39055,16.27766,756,301,2,298,3.08536e+17,GALAXY,0.03641907,274,51913,144,cfceb746-aa7b-4f3d-9c1b-52b345a4ac61
1.23765e+18,160.4534919,-0.617038417,19.10892,17.76311,16.91794,16.47233,16.19134,756,301,2,298,3.08539e+17,GALAXY,0.1383506,274,51913,154,5c024552-2d09-4d01-9ec6-41d4025acf99
1.23765e+18,160.6582067,-0.439603952,17.78707,16.12342,15.48934,15.2674,15.14027,756,301,2,299,2.88126e+18,STAR,0.000149526,2559,54208,311,803c9e5c-7e20-450e-b288-2df3b90ec400
1.23765e+18,160.6754542,-0.559791088,17.54073,15.83706,15.15225,14.91498,14.82364,756,301,2,300,2.88127e+18,STAR,0.000236645,2559,54208,320,11f74104-08b3-4a47-a28f-5899b967956f
1.23765e+18,160.7170039,-0.609533502,18.44119,17.54684,17.27727,17.1878,17.20361,756,301,2,300,2.88126e+18,STAR,-0.000114203,2559,54208,285,bc37fea5-26fe-4736-9e11-af48643b27ac
1.23765e+18,160.7303546,-0.521740212,19.13281,17.80045,17.2643,17.07242,16.98861,756,301,2,300,2.88126e+18,STAR,0.000186468,2559,54208,314,23f0a72d-8a5d-4f4e-8852-eced3626c1d4
1.23765e+18,160.8121077,-0.520466085,19.42387,18.24594,18.31933,18.40867,18.52614,756,301,2,300,2.89252e+18,STAR,0.000830783,2569,54234,313,a67bf38a-f1a7-4a59-8f21-f124c6f67d63
1.23765e+18,160.8166374,-0.557673714,17.95812,16.9013,16.52805,16.39926,16.37399,756,301,2,300,2.68986e+18,STAR,-7.66e-05,2389,54213,312,d5ad12d7-ad84-40ac-9828-39b60e108f20
1.23765e+18,160.8202892,-0.52224098,16.344,14.85487,14.29812,14.12055,14.08315,756,301,2,300,2.88126e+18,STAR,-4.79e-05,2559,54208,313,e7a2ccc3-f4e6-44fa-b474-7953b10e43af
1.23765e+18,160.7014882,-0.445422709,19.34314,18.12056,17.55584,17.19446,16.9961,756,301,2,300,3.09694e+17,GALAXY,0.08592108,275,51910,261,7055e513-62f4-45b0-bd62-5639d8fa784e
1.23765e+18,160.8486802,-0.627079872,17.73398,16.84657,16.57527,16.48237,16.4738,756,301,2,301,2.88126e+18,STAR,0.000700168,2559,54208,300,60edab07-4049-497a-8ae0-5f622c3d380e
1.23765e+18,160.93824,-0.423246618,17.37104,15.78487,14.98982,14.58674,14.25872,756,301,2,301,3.09695e+17,GALAXY,0.03910941,275,51910,263,cb20fff1-b537-402d-9879-f0e84a2c05a5
1.23765e+18,160.936366,-0.421334413,19.51073,18.05851,17.59638,17.33996,17.29404,756,301,2,301,3.08514e+17,GALAXY,0.03917867,274,51913,65,f35ca3c6-bcaa-4df6-9f7d-e78fa8e77198
1.23765e+18,160.8619387,-0.422734986,19.44424,18.23033,17.64066,17.2346,17.04825,756,301,2,301,3.09696e+17,GALAXY,0.1273446,275,51910,267,708a5802-d8e0-46cc-9a0a-9ccb92e94acc
1.23765e+18,160.878832,-0.584109529,19.11186,17.90859,17.40774,17.19731,17.05761,756,301,2,301,3.08516e+17,GALAXY,0.0190457,274,51913,70,d10d55f6-c542-415d-acb7-b5add83d166a
1.23765e+18,160.9913453,-0.507477148,18.6673,16.70426,15.81967,15.40313,15.06115,756,301,2,302,3.09695e+17,GALAXY,0.05955937,275,51910,265,f9b9f1df-9463-41e0-81ac-88810e7f3c65
1.23765e+18,160.9953137,-0.478531394,19.04517,17.87662,17.49664,17.37287,17.33316,756,301,2,302,3.09696e+17,STAR,6.1e-05,275,51910,268,2aa5b861-c41b-47c5-8e16-879b961eb9af
1.23765e+18,160.9977374,-0.468998759,17.94459,16.51015,15.8354,15.40969,15.10252,756,301,2,302,3.08516e+17,GALAXY,0.06012432,274,51913,69,a1e5570f-425f-41af-8a1b-3282cab0122a
1.23765e+18,161.0084679,-0.57896477,17.3725,16.25937,15.88727,15.75644,15.71021,756,301,2,302,2.88126e+18,STAR,-0.000187248,2559,54208,301,5094dd3f-cb41-489f-9f8e-bab8837c8449
1.23765e+18,161.0623439,-0.494714915,16.45379,15.02962,14.56318,14.40143,14.359,756,301,2,302,2.88125e+18,STAR,-4.96e-05,2559,54208,265,65213f53-abda-45f6-8e5d-25ee801bbb67
1.23765e+18,161.0900299,-0.612438382,19.26927,18.24939,17.96535,17.83665,17.80351,756,301,2,302,2.89251e+18,STAR,0.000899142,2569,54234,262,43b24311-a791-48d5-9933-a100e227e6ae
1.23765e+18,161.094801,-0.452049786,17.8271,16.23793,15.67866,15.49427,15.41664,756,301,2,302,2.88125e+18,STAR,-7.84e-05,2559,54208,267,5ec1f909-aa8b-4ba5-bac4-05ec061cb998
1.23765e+18,161.115243,-0.575633407,17.88776,16.52607,16.03367,15.85057,15.80518,756,301,2,302,2.68985e+18,STAR,0.000107983,2389,54213,268,571497cf-91b6-4ca7-a5c6-58c167742ebf
1.23765e+18,160.9911005,-0.561372535,19.58396,17.64963,16.73063,16.29203,15.94702,756,301,2,302,3.09692e+17,GALAXY,0.06164807,275,51910,251,948c7246-28e7-4dd3-a30d-43563819fa36
1.23765e+18,160.9981591,-0.588311672,18.1781,16.13568,15.28753,14.89827,14.56479,756,301,2,302,3.08504e+17,GALAXY,0.06063098,274,51913,26,11b5a2b4-ca3a-442f-809f-c04c8474f5f5
1.23765e+18,160.996765,-0.588244892,18.38625,16.39808,15.40492,14.88012,14.50048,756,301,2,302,3.09693e+17,GALAXY,0.06067357,275,51910,255,71cf6f48-3c13-43ae-a3ca-02fbd80915e2
1.23765e+18,161.0643247,-0.484587014,18.77188,17.15955,16.35564,15.94145,15.65799,756,301,2,302,3.08506e+17,GALAXY,0.0603932,274,51913,34,21afc5f4-5930-4428-8421-3cf40cc82781
1.23765e+18,161.1335288,-0.569857253,16.63374,15.54072,15.18744,15.06259,15.03905,756,301,2,303,2.88125e+18,STAR,0.000450099,2559,54208,261,0e18b4b7-c7a3-4258-a7a2-d190fcf7fb8e
1.23765e+18,161.1805844,-0.456397413,17.14849,15.83151,15.35753,15.18887,15.12737,756,301,2,303,2.88125e+18,STAR,0.000161562,2559,54208,269,4ba56603-1823-4f44-86be-29ec5a30a315
1.23765e+18,161.2107488,-0.433373886,16.23113,15.20485,14.95443,14.8674,14.86301,756,301,2,303,2.88125e+18,STAR,-0.000111743,2559,54208,277,53808aeb-591f-4265-a034-d6c581bc88f6
1.23765e+18,161.2265355,-0.470463619,18.56268,17.14623,16.5559,16.29699,16.157,756,301,2,303,2.88125e+18,STAR,0.000657249,2559,54208,279,0380bc52-fb5f-467f-b008-bdc5e87157d3
1.23765e+18,161.255471,-0.531927477,17.47383,16.41803,16.07634,15.96205,15.90247,756,301,2,303,2.88124e+18,STAR,-0.000287019,2559,54208,228,81c4e763-b488-4756-ae69-14ee49b18478
1.23765e+18,161.1426397,-0.434574053,19.38031,18.07652,17.34212,16.86341,16.50079,756,301,2,303,3.08504e+17,GALAXY,0.08483262,274,51913,28,bfbcb660-212e-4975-a158-71b808ae27cc
1.23765e+18,161.1642017,-0.434453905,19.05616,17.70945,16.99192,16.54076,16.26619,756,301,2,303,3.09698e+17,GALAXY,0.08539017,275,51910,276,a94171ab-b93a-4dd2-a318-f9bb255ed2d7
1.23765e+18,161.1736817,-0.503545461,18.95158,17.47266,16.70008,16.29777,15.99012,756,301,2,303,3.09697e+17,GALAXY,0.1161265,275,51910,270,016e7533-a213-4fb7-acc7-4894393292a0
1.23765e+18,161.0737895,-0.89274034,19.11236,17.92701,17.42347,17.0868,16.83476,756,301,1,302,3.09681e+17,GALAXY,0.03869415,275,51910,211,df02b6c0-7838-4152-9e85-111562b39aaa
1.23765e+18,161.0244718,-0.962380281,18.86752,17.33773,16.80683,16.55789,16.38996,756,301,1,302,3.0969e+17,GALAXY,0.02655639,275,51910,245,cc041943-995b-4a6e-9f06-990e38485d73
1.23765e+18,161.1941229,-1.023623943,18.95785,18.08318,17.78178,17.65689,17.61821,756,301,1,303,2.88125e+18,STAR,0.00088935,2559,54208,256,467625a9-b57c-4ad6-8630-b3cca12f6bf2
1.23765e+18,161.238814,-0.840751357,17.80041,16.46003,15.90095,15.66963,15.53772,756,301,1,303,2.88126e+18,STAR,0.000386423,2559,54208,298,2d161b01-ac43-4e28-a632-e35b2f8416a5
1.23765e+18,161.2480303,-0.958166789,18.76266,17.25724,16.68513,16.47563,16.38993,756,301,1,303,2.88125e+18,STAR,0.00018398,2559,54208,260,36a53b07-60ff-4090-af52-17d6bedc81eb
1.23765e+18,161.2734198,-0.996668901,16.82701,15.30022,14.73089,14.5436,14.44859,756,301,1,304,2.88125e+18,STAR,3.98e-05,2559,54208,259,1bc28473-4d9c-4b4d-8147-fcecc239dd59
1.23765e+18,161.3031007,-0.964276286,19.01558,17.72445,17.18152,16.97813,16.85652,756,301,1,304,2.68984e+18,STAR,0.000365554,2389,54213,243,8ee7a733-a9bf-466d-9285-0964dfb4dcde
1.23765e+18,161.3075532,-1.046361578,17.72604,17.4621,17.24036,17.21479,17.09174,756,301,1,304,4.26282e+18,QSO,0.9693318,3786,55563,594,6c53f90e-84c8-4697-ae15-cf032ef526dd
1.23765e+18,161.3076233,-0.922529503,18.6769,17.78154,17.52458,17.42232,17.38025,756,301,1,304,2.88125e+18,STAR,0.000182587,2559,54208,244,b92ff71c-2f44-4698-b4ff-034b1b8d1445
1.23765e+18,161.3506918,-0.893119394,18.12173,16.84951,16.38322,16.20272,16.10719,756,301,1,304,2.68984e+18,STAR,0.00023867,2389,54213,244,3b1b5ee3-b262-4da9-9373-b0525415e900
1.23765e+18,161.3585111,-1.020013399,18.68765,18.61862,18.59058,18.50573,18.31973,756,301,1,304,3.09682e+17,QSO,2.093151,275,51910,215,13198c4a-bb9b-46f2-95b7-6ffc63990ddd
1.23765e+18,161.4256487,-0.991083327,18.82957,17.93844,17.56125,17.39783,17.33559,756,301,1,305,2.88125e+18,STAR,0.000356511,2559,54208,252,c8b899f1-f050-4189-89f8-54fc3f36b703
1.23765e+18,161.4407033,-0.974533129,17.56939,16.61339,16.2723,16.13031,16.0821,756,301,1,305,2.88124e+18,STAR,0.000332482,2559,54208,210,0dfa58cf-b1d2-4579-af6e-57d6961ceeff
1.23765e+18,161.4871696,-0.879257492,19.56237,17.59451,16.7141,16.29138,15.95551,756,301,1,305,3.09658e+17,GALAXY,0.08621725,275,51910,129,f5fddc11-0c69-4ab3-964b-fe52f0f974ff
1.23765e+18,161.5643091,-1.017804433,19.56588,18.63518,18.09855,17.7029,17.48965,756,301,1,305,3.09656e+17,GALAXY,0.06744873,275,51910,122,50505409-9230-4b9b-a6e4-13a6800af5c3
1.23765e+18,161.5783055,-0.856035602,18.45709,17.05875,16.56312,16.35972,16.28534,756,301,1,306,2.88124e+18,STAR,0.000291299,2559,54208,211,fd4721cd-b39e-4129-aa77-c3b3ed98c8a4
1.23765e+18,161.6803789,-0.875843442,18.0872,16.64009,16.17627,15.98626,15.92437,756,301,1,306,2.68983e+18,STAR,6.27e-05,2389,54213,212,60960a34-db10-41d2-91e2-c06cb3a1ddc8
1.23765e+18,161.6933527,-0.923690302,18.20489,17.12961,16.79656,16.62952,16.57625,756,301,1,306,2.88124e+18,STAR,0.000995929,2559,54208,213,f69af29e-3c17-40c6-8fdd-2920fb622b04
1.23765e+18,161.6351321,-0.855769711,19.39882,18.3913,17.85607,17.46761,17.32818,756,301,1,306,3.0966e+17,GALAXY,0.150701,275,51910,138,72116ff0-72bd-498c-b5d3-060207258736
1.23765e+18,161.7379245,-1.015841899,17.46669,16.36004,15.87807,15.65679,15.56303,756,301,1,307,2.88121e+18,STAR,0.000695604,2559,54208,123,259c99fc-930c-4b07-be80-4522950a88de
1.23765e+18,161.7416796,-0.987110454,17.66388,18.01819,18.96769,18.32366,16.18336,756,301,1,307,4.26286e+18,STAR,5.17e-05,3786,55563,749,a6e4b0cb-41b7-4ab1-8689-5b9e79bec065
1.23765e+18,161.7416467,-0.846029366,17.70241,17.84848,18.15799,18.38987,18.71965,756,301,1,307,2.71236e+18,STAR,5.78e-05,2409,54210,230,7005cc41-6404-456a-8440-140e68ddd070
1.23765e+18,161.7408913,-0.97987371,18.53678,17.96047,17.373,17.21301,17.18247,756,301,1,307,3.0966e+17,GALAXY,0.03981317,275,51910,136,3c5317fc-8579-41f0-bf0c-a7b08ceceb42
1.23765e+18,161.8112567,-1.020950417,19.28844,17.89368,17.29176,17.05897,16.92672,756,301,1,307,2.68981e+18,STAR,-0.000138961,2389,54213,129,13da56dd-a57e-4802-84c6-2ee9df5bef8f
1.23765e+18,161.8815501,-0.919919301,17.5803,15.91818,15.3324,15.12888,15.04031,756,301,1,308,2.68981e+18,STAR,7.93e-05,2389,54213,137,469f292f-0f25-4d3f-bf9f-2ded9a901c33
1.23765e+18,161.9354758,-0.950524205,17.58302,16.1223,15.61429,15.4367,15.37343,756,301,1,308,2.88121e+18,STAR,9.74e-05,2559,54208,121,e461cb1d-f09f-48a1-b4f9-bb20d5cb6de4
1.23765e+18,161.8843346,-0.944497872,18.97204,17.9849,17.66618,17.43481,17.32352,756,301,1,308,3.09645e+17,GALAXY,0.05151358,275,51910,81,6af58809-e952-4794-b41e-0abf0bda54d4
1.23765e+18,162.047298,-0.840633793,17.07819,15.49603,14.84319,14.54306,14.38931,756,301,1,309,2.88121e+18,STAR,0.000543499,2559,54208,132,04ca2f32-f782-41e2-ae99-7b2c8989b050
1.23765e+18,162.0813465,-0.941748913,19.43337,18.54425,18.21197,18.07626,17.99902,756,301,1,309,4.31671e+18,STAR,0.000586336,3834,56014,50,a5875aee-5f78-4202-a4c9-cffc5d93e277
1.23765e+18,162.098584,-0.914676301,18.30903,17.08338,16.65224,16.48205,16.39475,756,301,1,309,2.88121e+18,STAR,0.000117847,2559,54208,133,3421c27c-c0a7-42c7-a6ee-6946e6d5833c
